diffusion_model.double_blocks.0.img_attn.proj,3072,3072
diffusion_model.double_blocks.0.img_attn.qkv,3072,9216
diffusion_model.double_blocks.0.img_mlp.0,3072,12288
diffusion_model.double_blocks.0.img_mlp.2,12288,3072
diffusion_model.double_blocks.0.img_mod.lin,3072,18432
diffusion_model.double_blocks.0.txt_attn.proj,3072,3072
diffusion_model.double_blocks.0.txt_attn.qkv,3072,9216
diffusion_model.double_blocks.0.txt_mlp.0,3072,12288
diffusion_model.double_blocks.0.txt_mlp.2,12288,3072
diffusion_model.double_blocks.0.txt_mod.lin,3072,18432
diffusion_model.double_blocks.1.img_attn.proj,3072,3072
diffusion_model.double_blocks.1.img_attn.qkv,3072,9216
diffusion_model.double_blocks.1.img_mlp.0,3072,12288
diffusion_model.double_blocks.1.img_mlp.2,12288,3072
diffusion_model.double_blocks.1.img_mod.lin,3072,18432
diffusion_model.double_blocks.1.txt_attn.proj,3072,3072
diffusion_model.double_blocks.1.txt_attn.qkv,3072,9216
diffusion_model.double_blocks.1.txt_mlp.0,3072,12288
diffusion_model.double_blocks.1.txt_mlp.2,12288,3072
diffusion_model.double_blocks.1.txt_mod.lin,3072,18432
diffusion_model.double_blocks.10.img_attn.proj,3072,3072
diffusion_model.double_blocks.10.img_attn.qkv,3072,9216
diffusion_model.double_blocks.10.img_mlp.0,3072,12288
diffusion_model.double_blocks.10.img_mlp.2,12288,3072
diffusion_model.double_blocks.10.img_mod.lin,3072,18432
diffusion_model.double_blocks.10.txt_attn.proj,3072,3072
diffusion_model.double_blocks.10.txt_attn.qkv,3072,9216
diffusion_model.double_blocks.10.txt_mlp.0,3072,12288
diffusion_model.double_blocks.10.txt_mlp.2,12288,3072
diffusion_model.double_blocks.10.txt_mod.lin,3072,18432
diffusion_model.double_blocks.11.img_attn.proj,3072,3072
diffusion_model.double_blocks.11.img_attn.qkv,3072,9216
diffusion_model.double_blocks.11.img_mlp.0,3072,12288
diffusion_model.double_blocks.11.img_mlp.2,12288,3072
diffusion_model.double_blocks.11.img_mod.lin,3072,18432
diffusion_model.double_blocks.11.txt_attn.proj,3072,3072
diffusion_model.double_blocks.11.txt_attn.qkv,3072,9216
diffusion_model.double_blocks.11.txt_mlp.0,3072,12288
diffusion_model.double_blocks.11.txt_mlp.2,12288,3072
diffusion_model.double_blocks.11.txt_mod.lin,3072,18432
diffusion_model.double_blocks.12.img_attn.proj,3072,3072
diffusion_model.double_blocks.12.img_attn.qkv,3072,9216
diffusion_model.double_blocks.12.img_mlp.0,3072,12288
diffusion_model.double_blocks.12.img_mlp.2,12288,3072
diffusion_model.double_blocks.12.img_mod.lin,3072,18432
diffusion_model.double_blocks.12.txt_attn.proj,3072,3072
diffusion_model.double_blocks.12.txt_attn.qkv,3072,9216
diffusion_model.double_blocks.12.txt_mlp.0,3072,12288
diffusion_model.double_blocks.12.txt_mlp.2,12288,3072
diffusion_model.double_blocks.12.txt_mod.lin,3072,18432
diffusion_model.double_blocks.13.img_attn.proj,3072,3072
diffusion_model.double_blocks.13.img_attn.qkv,3072,9216
diffusion_model.double_blocks.13.img_mlp.0,3072,12288
diffusion_model.double_blocks.13.img_mlp.2,12288,3072
diffusion_model.double_blocks.13.img_mod.lin,3072,18432
diffusion_model.double_blocks.13.txt_attn.proj,3072,3072
diffusion_model.double_blocks.13.txt_attn.qkv,3072,9216
diffusion_model.double_blocks.13.txt_mlp.0,3072,12288
diffusion_model.double_blocks.13.txt_mlp.2,12288,3072
diffusion_model.double_blocks.13.txt_mod.lin,3072,18432
diffusion_model.double_blocks.14.img_attn.proj,3072,3072
diffusion_model.double_blocks.14.img_attn.qkv,3072,9216
diffusion_model.double_blocks.14.img_mlp.0,3072,12288
diffusion_model.double_blocks.14.img_mlp.2,12288,3072
diffusion_model.double_blocks.14.img_mod.lin,3072,18432
diffusion_model.double_blocks.14.txt_attn.proj,3072,3072
diffusion_model.double_blocks.14.txt_attn.qkv,3072,9216
diffusion_model.double_blocks.14.txt_mlp.0,3072,12288
diffusion_model.double_blocks.14.txt_mlp.2,12288,3072
